latitude,longitude,pdsi80_85,pdsi85_90,pdsi90_95,pdsi95_00,pdsi00_05,pdsi05_10,pdsi10_15,pdsi15_19
-2.128602981,104.5440912,0.23,0.55,-0.10,0.46,0.96,0.05,0.40,-0.20
-2.128602981,104.6338329,0.18,0.53,-0.09,0.43,0.78,-0.04,0.32,-0.29
-2.128602981,104.7235746,0.18,0.54,-0.08,0.41,0.67,-0.09,0.26,-0.38
-2.128602981,104.8135858,0.09,0.57,-0.25,0.23,0.48,-0.30,0.14,-0.56
-2.128602981,105.4423167,0.15,0.10,-1.03,-0.26,-0.23,-1.10,-0.45,-1.12
-2.128602981,105.7118113,0.17,0.28,-1.08,-0.33,-0.52,-1.35,-0.59,-1.40
-2.128602981,105.801553,0.18,0.19,-1.21,-0.33,-0.55,-1.37,-0.62,-1.44
-2.128602981,105.8915641,0.18,0.16,-1.13,-0.34,-0.57,-1.38,-0.65,-1.52
-2.128602981,105.9813058,0.26,0.08,-1.17,-0.40,-0.63,-1.40,-0.68,-1.53
-2.128602981,106.0710475,0.36,0.05,-1.19,-0.41,-0.66,-1.40,-0.71,-1.56
-2.128602981,106.1610587,0.36,0.03,-1.28,-0.41,-0.67,-1.40,-0.73,-1.57
-2.128602981,110.1134663,-0.65,-1.98,-0.54,-0.90,0.58,0.58,0.57,2.93
-2.128602981,110.2034775,-0.64,-1.96,-0.51,-0.93,0.60,0.59,0.64,3.02
-2.128602981,110.2932192,-0.56,-1.80,-0.48,-1.00,0.55,0.42,0.58,3.11
-2.128602981,110.3829609,-0.56,-1.77,-0.49,-1.01,0.58,0.36,0.61,3.15
-2.128602981,110.4729721,-0.61,-1.74,-0.49,-1.00,0.61,0.35,0.59,3.18
-2.128602981,110.5627138,-0.65,-1.70,-0.49,-1.01,0.65,0.32,0.56,3.20
-2.128602981,110.6524555,-0.54,-1.68,-0.35,-1.02,0.67,0.31,0.53,3.22
-2.128602981,110.7424667,-0.54,-1.57,-0.30,-0.98,0.69,0.29,0.51,3.25
-2.128602981,110.8322084,-0.52,-1.51,-0.27,-0.90,0.73,0.30,0.51,3.35
-2.128602981,110.9219501,-0.50,-1.43,-0.21,-0.55,0.89,0.32,0.50,3.50
-2.128602981,111.0119613,-0.48,-1.36,-0.18,-0.42,1.06,0.34,0.50,3.60
-2.128602981,111.101703,-0.47,-1.31,-0.11,-0.16,1.10,0.39,0.49,3.71
-2.128602981,111.1914447,-0.50,-1.24,-0.08,-0.04,1.31,0.35,0.55,3.89
-2.128602981,111.2814559,-0.43,-1.18,-0.06,0.14,1.38,0.31,0.54,4.03
-2.128602981,111.3711975,-0.41,-1.06,0.00,0.19,1.42,0.31,0.53,4.00
-2.128602981,111.4609392,-0.39,-0.98,0.00,0.27,1.47,0.37,0.46,4.05
-2.128602981,111.5509504,-0.44,-0.95,-0.01,0.32,1.49,0.38,0.45,4.07
-2.128602981,111.6406921,-0.40,-0.92,-0.02,0.36,1.52,0.38,0.41,4.14
-2.128602981,111.7304338,-0.42,-0.89,-0.02,0.41,1.54,0.38,0.40,4.16
-2.128602981,111.820445,-0.41,-0.87,-0.16,0.47,1.56,0.39,0.39,4.18
-2.128602981,111.9101867,-0.40,-0.84,-0.21,0.54,1.57,0.39,0.40,4.20
-2.128602981,111.9999284,-0.38,-0.79,-0.21,0.59,1.50,0.38,0.41,4.22
-2.128602981,112.0899396,-0.36,-0.76,-0.21,0.76,1.53,0.52,0.43,4.21
-2.128602981,112.1796813,-0.35,-0.69,-0.22,0.82,1.55,0.51,0.37,4.12
-2.128602981,112.269423,-0.25,-0.65,-0.22,0.87,1.54,0.37,0.19,4.10
-2.128602981,112.3594342,-0.23,-0.50,-0.14,0.90,1.54,0.39,0.17,4.14
-2.128602981,112.4491759,-0.23,-0.43,-0.15,0.94,1.53,0.37,0.11,4.19
-2.128602981,112.5389176,-0.22,-0.40,-0.17,0.97,1.52,0.35,0.09,4.22
-2.128602981,112.6289288,-0.20,-0.33,-0.21,1.00,1.46,0.28,0.14,4.15
-2.128602981,112.7186705,-0.17,-0.29,-0.22,1.04,1.26,0.26,0.14,4.12
-2.128602981,112.8084122,-0.17,-0.15,-0.28,1.02,1.25,0.25,0.15,4.12
-2.128602981,112.8984234,-0.18,-0.06,-0.31,0.99,1.22,0.19,0.20,4.19
-2.128602981,112.9881651,-0.14,0.01,-0.43,0.95,1.19,0.13,0.08,4.11
-2.128602981,113.0779068,-0.14,0.08,-0.47,1.02,1.15,0.11,0.09,4.08
-2.128602981,113.1679179,-0.10,0.26,-0.55,0.95,1.05,0.08,0.19,4.06
-2.128602981,113.2576596,-0.07,0.34,-0.65,0.91,0.96,0.07,0.20,3.99
-2.128602981,113.3474013,-0.05,0.40,-0.74,0.79,0.94,0.06,0.21,3.91
-2.128602981,113.4374125,-0.02,0.56,-0.75,0.75,0.84,0.06,0.22,3.82
-2.128602981,113.5271542,0.00,0.54,-0.79,0.74,0.82,0.05,0.23,3.74
-2.128602981,113.6168959,0.01,0.56,-0.83,0.72,0.80,0.13,0.25,3.66
-2.128602981,113.7069071,0.03,0.57,-0.85,0.68,0.76,0.12,0.26,3.56
-2.128602981,113.7966488,0.04,0.71,-0.92,0.65,0.60,0.10,0.21,3.49
-2.128602981,113.8863905,-0.02,0.83,-0.93,0.62,0.57,0.07,0.21,3.48
-2.128602981,113.9764017,-0.18,0.93,-0.93,0.60,0.51,-0.17,0.21,3.47
-2.128602981,114.0661434,-0.20,1.10,-0.92,0.58,0.47,-0.20,0.21,3.44
-2.128602981,114.1558851,-0.26,1.20,-0.96,0.46,0.43,-0.23,0.21,3.41
-2.128602981,114.2458963,-0.27,1.32,-0.96,0.43,0.37,-0.26,0.23,3.37
-2.128602981,114.335638,-0.28,1.32,-0.95,0.49,0.33,-0.28,0.38,3.33
-2.128602981,114.4253797,-0.29,1.31,-0.97,0.48,0.33,-0.28,0.40,3.29
-2.128602981,114.5153909,-0.34,1.31,-1.00,0.47,0.34,-0.29,0.43,3.25
-2.128602981,114.6051326,-0.35,1.29,-1.01,0.49,0.31,-0.29,0.43,3.22
-2.128602981,114.6948743,-0.36,1.25,-1.02,0.48,0.19,-0.29,0.46,3.18
-2.128602981,114.7848855,-0.31,1.24,-1.09,0.47,0.17,-0.26,0.50,3.16
-2.128602981,114.8746272,-0.31,1.22,-1.19,0.41,0.16,-0.25,0.50,3.23
-2.128602981,114.9643689,-0.32,1.06,-1.23,0.31,0.11,-0.25,0.49,3.10
-2.128602981,115.05438,-0.32,1.04,-1.25,0.22,0.09,-0.25,0.49,3.15
-2.128602981,115.1441217,-0.33,1.02,-1.29,0.17,0.07,-0.25,0.49,3.21
-2.128602981,115.2338634,-0.33,1.00,-1.30,0.18,-0.05,-0.25,0.48,3.23
-2.128602981,115.3238746,-0.32,0.99,-1.34,0.08,-0.10,-0.24,0.52,3.21
-2.128602981,115.4136163,-0.27,0.93,-1.54,-0.01,-0.08,-0.14,0.53,3.24
-2.128602981,115.503358,-0.27,0.98,-1.68,-0.13,-0.10,-0.12,0.60,3.18
-2.128602981,115.5933692,-0.27,0.94,-1.83,-0.31,-0.10,-0.11,0.64,3.19
-2.128602981,115.6831109,-0.27,0.91,-1.98,-0.54,-0.12,-0.11,0.65,3.18
-2.128602981,115.7728526,-0.23,0.78,-2.05,-0.58,-0.16,-0.15,0.65,3.18
-2.128602981,115.8628638,-0.26,0.75,-2.12,-0.71,-0.15,-0.09,0.68,3.19
-2.128602981,115.9526055,-0.25,0.71,-2.20,-0.77,-0.10,-0.09,0.60,3.19
-2.128602981,116.0423472,-0.21,0.59,-2.32,-0.81,-0.03,-0.08,0.59,3.18
-2.128602981,116.1323584,-0.21,0.53,-2.37,-0.84,0.01,-0.13,0.57,3.07
-2.128602981,116.2221001,-0.25,0.45,-2.51,-0.88,0.05,-0.12,0.61,3.05
-2.128602981,116.3118418,-0.25,0.31,-2.57,-0.90,0.08,-0.12,0.61,3.02
-2.128602981,116.4915947,-0.26,0.39,-2.62,-0.95,0.21,-0.14,0.61,2.98
-2.038861285,99.60317749,0.30,0.55,-1.04,0.90,1.56,1.84,0.55,3.26
-2.038861285,100.9506504,0.23,0.67,-0.76,1.19,1.96,2.02,0.87,2.77
-2.038861285,101.0406616,0.38,0.64,-0.77,1.21,1.99,2.03,0.91,2.78
-2.038861285,101.1304033,0.18,0.71,-0.77,1.22,2.32,2.40,1.11,2.67
-2.038861285,101.220145,0.14,0.76,-0.78,1.23,2.46,2.56,1.50,2.57
-2.038861285,101.3101562,0.14,0.66,-0.78,1.20,2.42,2.53,1.52,2.49
-2.038861285,101.3998979,0.23,0.79,-0.77,1.18,2.51,2.52,1.46,2.28
-2.038861285,101.4896396,0.20,0.84,-0.75,1.16,2.54,2.44,1.53,2.19
-2.038861285,101.5796508,0.16,0.87,-0.71,0.99,2.44,2.39,1.61,2.23
-2.038861285,101.6693925,0.24,0.93,-0.66,1.01,2.51,2.38,1.63,2.09
-2.038861285,101.7591342,0.28,0.97,-0.54,0.98,2.49,2.31,1.64,2.08
-2.038861285,101.8491454,0.29,0.89,-0.51,0.97,2.45,2.15,1.57,2.11
-2.038861285,101.9388871,0.32,0.99,-0.38,1.05,2.44,2.02,1.63,2.13
-2.038861285,102.0286288,0.32,0.78,-0.33,1.04,2.40,1.98,1.63,2.14
-2.038861285,102.11864,0.35,0.74,-0.26,1.02,2.38,1.94,1.64,2.15
-2.038861285,102.2083816,0.48,0.75,-0.26,0.98,2.34,1.89,1.65,2.16
-2.038861285,102.2981233,0.38,0.76,-0.23,0.95,2.33,1.87,1.68,2.16
-2.038861285,102.3881345,0.39,0.77,-0.21,0.94,2.32,1.86,1.70,2.16
-2.038861285,102.4778762,0.32,0.79,-0.30,0.92,2.31,1.84,1.71,2.16
-2.038861285,102.5676179,0.31,0.80,-0.29,0.93,2.29,1.79,1.72,2.10
-2.038861285,102.6576291,0.19,0.66,-0.28,0.90,2.26,1.62,1.72,2.04
-2.038861285,102.7473708,0.17,0.64,-0.28,0.86,2.15,1.52,1.73,1.97
-2.038861285,102.8371125,0.17,0.66,-0.17,0.81,2.08,1.45,1.64,1.86
-2.038861285,102.9271237,0.24,0.69,-0.17,0.78,2.05,1.41,1.61,1.75
-2.038861285,103.0168654,0.27,0.80,-0.17,0.75,2.02,1.37,1.58,1.59
-2.038861285,103.1066071,0.30,0.82,-0.17,0.71,1.99,1.34,1.48,1.45
-2.038861285,103.1966183,0.31,0.84,-0.17,0.70,1.95,1.31,1.45,1.32
-2.038861285,103.28636,0.32,0.86,-0.17,0.75,1.92,1.28,1.36,1.18
-2.038861285,103.3761017,0.43,0.85,-0.17,0.67,1.88,1.18,1.29,0.99
-2.038861285,103.4661129,0.44,0.85,-0.16,0.65,1.85,1.07,1.24,0.80
-2.038861285,103.5558546,0.46,0.84,-0.16,0.64,1.80,1.03,1.20,0.70
-2.038861285,103.6455963,0.42,0.84,-0.14,0.60,1.59,0.95,1.15,0.64
-2.038861285,103.7356075,0.42,0.83,-0.14,0.58,1.55,0.88,1.09,0.53
-2.038861285,103.8253492,0.42,0.81,-0.14,0.58,1.46,0.84,1.04,0.53
-2.038861285,103.9150909,0.40,0.77,-0.10,0.61,1.48,0.75,0.97,0.46
-2.038861285,104.005102,0.35,0.73,-0.06,0.52,1.37,0.65,0.87,0.39
-2.038861285,104.0948437,0.34,0.71,-0.06,0.52,1.23,0.60,0.82,0.29
-2.038861285,104.1845854,0.34,0.68,-0.06,0.53,1.31,0.63,0.70,0.20
-2.038861285,104.2745966,0.31,0.64,-0.06,0.52,1.18,0.51,0.69,0.11
-2.038861285,104.3643383,0.29,0.61,-0.03,0.51,1.13,0.45,0.64,0.00
-2.038861285,104.45408,0.29,0.59,0.02,0.49,1.07,0.39,0.58,-0.10
-2.038861285,104.5440912,0.26,0.60,-0.08,0.46,0.98,0.14,0.46,-0.30
-2.038861285,104.6338329,0.26,0.57,-0.11,0.40,0.80,0.05,0.36,-0.41
-2.038861285,104.7235746,0.21,0.55,-0.35,0.33,0.74,-0.02,0.29,-0.50
-2.038861285,104.8135858,0.15,0.52,-0.40,0.20,0.51,-0.19,0.18,-0.65
-2.038861285,105.1728221,0.19,0.33,-0.64,-0.08,0.03,-0.83,-0.20,-1.05
-2.038861285,105.2625638,0.17,0.30,-0.74,-0.19,-0.04,-0.90,-0.29,-1.10
-2.038861285,105.352575,0.18,0.41,-0.72,-0.21,-0.10,-0.83,-0.34,-1.11
-2.038861285,105.4423167,0.20,0.28,-0.86,-0.22,-0.19,-0.90,-0.36,-1.13
-2.038861285,105.5320584,0.20,0.28,-1.00,-0.25,-0.27,-1.03,-0.42,-1.23
-2.038861285,105.6220696,0.27,0.29,-1.03,-0.28,-0.37,-1.11,-0.48,-1.28
-2.038861285,105.7118113,0.24,0.29,-1.07,-0.32,-0.49,-1.22,-0.56,-1.43
-2.038861285,105.801553,0.24,0.23,-1.10,-0.33,-0.53,-1.25,-0.61,-1.53
-2.038861285,105.8915641,0.24,0.19,-1.14,-0.34,-0.55,-1.28,-0.65,-1.62
-2.038861285,105.9813058,0.24,0.15,-1.17,-0.41,-0.61,-1.29,-0.68,-1.57
-2.038861285,106.0710475,0.24,0.07,-1.29,-0.42,-0.64,-1.23,-0.70,-1.64
-2.038861285,106.1610587,0.24,0.05,-1.33,-0.43,-0.65,-1.20,-0.72,-1.65
-2.038861285,110.2034775,-0.65,-1.98,-0.50,-0.94,0.54,0.59,0.60,2.78
-2.038861285,110.2932192,-0.63,-1.94,-0.49,-0.96,0.52,0.45,0.65,3.01
-2.038861285,110.3829609,-0.56,-1.78,-0.48,-0.97,0.54,0.44,0.64,3.01
-2.038861285,110.4729721,-0.56,-1.75,-0.49,-0.98,0.57,0.44,0.62,3.06
-2.038861285,110.5627138,-0.59,-1.71,-0.45,-0.95,0.59,0.43,0.61,3.10
-2.038861285,110.6524555,-0.65,-1.68,-0.44,-0.98,0.62,0.33,0.59,3.12
-2.038861285,110.7424667,-0.53,-1.56,-0.28,-0.95,0.68,0.31,0.56,3.16
-2.038861285,110.8322084,-0.53,-1.54,-0.26,-0.89,0.69,0.32,0.56,3.24
-2.038861285,110.9219501,-0.50,-1.45,-0.21,-0.56,0.82,0.35,0.56,3.37
-2.038861285,111.0119613,-0.48,-1.39,-0.17,-0.44,0.97,0.36,0.56,3.46
-2.038861285,111.101703,-0.47,-1.32,-0.10,-0.24,1.05,0.43,0.61,3.65
-2.038861285,111.1914447,-0.46,-1.27,-0.06,-0.08,1.12,0.46,0.60,3.76
-2.038861285,111.2814559,-0.49,-1.11,0.01,0.11,1.40,0.46,0.60,3.84
-2.038861285,111.3711975,-0.44,-1.07,0.02,0.15,1.44,0.47,0.59,3.90
-2.038861285,111.4609392,-0.45,-1.03,0.01,0.24,1.41,0.39,0.53,3.97
-2.038861285,111.5509504,-0.45,-1.00,0.01,0.28,1.44,0.41,0.52,4.02
-2.038861285,111.6406921,-0.43,-0.97,0.00,0.32,1.47,0.41,0.51,4.04
-2.038861285,111.7304338,-0.46,-0.94,-0.01,0.37,1.49,0.42,0.49,4.13
-2.038861285,111.820445,-0.45,-0.91,-0.01,0.42,1.51,0.43,0.46,4.17
-2.038861285,111.9101867,-0.40,-0.82,-0.20,0.48,1.52,0.43,0.46,4.20
-2.038861285,111.9999284,-0.40,-0.79,-0.20,0.54,1.45,0.43,0.46,4.23
-2.038861285,112.0899396,-0.37,-0.74,-0.20,0.62,1.48,0.43,0.47,4.25
-2.038861285,112.1796813,-0.35,-0.66,-0.20,0.77,1.49,0.56,0.47,4.25
-2.038861285,112.269423,-0.26,-0.60,-0.20,0.82,1.50,0.59,0.47,4.26
-2.038861285,112.3594342,-0.24,-0.51,-0.12,0.86,1.50,0.58,0.46,4.30
-2.038861285,112.4491759,-0.19,-0.49,-0.13,0.89,1.50,0.44,0.37,4.35
-2.038861285,112.5389176,-0.24,-0.46,-0.14,0.93,1.50,0.43,0.35,4.38
-2.038861285,112.6289288,-0.18,-0.34,-0.16,0.99,1.44,0.40,0.20,4.33
-2.038861285,112.7186705,-0.17,-0.22,-0.18,1.03,1.33,0.41,0.22,4.30
-2.038861285,112.8084122,-0.17,-0.15,-0.21,1.01,1.27,0.33,0.28,4.29
-2.038861285,112.8984234,-0.18,-0.09,-0.26,0.98,1.24,0.31,0.30,4.28
-2.038861285,112.9881651,-0.16,-0.02,-0.32,0.94,1.20,0.24,0.20,4.25
-2.038861285,113.0779068,-0.16,0.05,-0.44,1.00,1.16,0.18,0.18,4.20
-2.038861285,113.1679179,-0.11,0.20,-0.50,0.95,1.09,0.16,0.28,4.11
-2.038861285,113.2576596,-0.09,0.32,-0.56,0.91,1.06,0.15,0.29,4.01
-2.038861285,113.3474013,-0.06,0.43,-0.65,0.86,0.94,0.14,0.28,3.94
-2.038861285,113.4374125,-0.03,0.46,-0.70,0.81,0.83,0.12,0.28,3.86
-2.038861285,113.5271542,-0.02,0.52,-0.75,0.72,0.81,0.11,0.30,3.79
-2.038861285,113.6168959,0.00,0.54,-0.79,0.70,0.78,0.09,0.31,3.70
-2.038861285,113.7069071,0.02,0.55,-0.81,0.67,0.75,0.09,0.32,3.62
-2.038861285,113.7966488,0.02,0.71,-0.85,0.63,0.61,0.06,0.26,3.53
-2.038861285,113.8863905,-0.12,0.78,-0.90,0.59,0.57,0.03,0.26,3.58
-2.038861285,113.9764017,-0.18,0.90,-0.94,0.48,0.53,0.01,0.26,3.67
-2.038861285,114.0661434,-0.24,1.07,-0.94,0.44,0.48,-0.15,0.28,3.53
-2.038861285,114.1558851,-0.26,1.22,-0.93,0.47,0.44,-0.18,0.27,3.49
-2.038861285,114.2458963,-0.28,1.29,-0.93,0.43,0.37,-0.21,0.41,3.44
-2.038861285,114.335638,-0.29,1.32,-0.98,0.39,0.35,-0.23,0.42,3.39
-2.038861285,114.4253797,-0.33,1.31,-1.01,0.38,0.34,-0.25,0.41,3.35
-2.038861285,114.5153909,-0.29,1.28,-1.04,0.38,0.32,-0.22,0.43,3.33
-2.038861285,114.6051326,-0.31,1.26,-1.08,0.35,0.31,-0.22,0.46,3.30
-2.038861285,114.6948743,-0.31,1.20,-1.17,0.36,0.30,-0.22,0.48,3.26
-2.038861285,114.7848855,-0.32,1.18,-1.24,0.30,0.14,-0.22,0.49,3.24
-2.038861285,114.8746272,-0.33,1.15,-1.25,0.27,0.14,-0.21,0.49,3.24
-2.038861285,114.9643689,-0.33,1.12,-1.29,0.14,0.11,-0.22,0.49,3.13
-2.038861285,115.05438,-0.32,1.01,-1.34,0.11,0.09,-0.13,0.49,3.17
-2.038861285,115.1441217,-0.32,0.99,-1.37,0.03,0.04,-0.13,0.49,3.24
-2.038861285,115.2338634,-0.32,0.97,-1.33,0.03,0.09,-0.13,0.52,3.33
-2.038861285,115.3238746,-0.28,0.93,-1.62,-0.09,-0.05,-0.12,0.53,3.31
-2.038861285,115.4136163,-0.28,0.95,-1.67,-0.12,-0.06,-0.12,0.53,3.32
-2.038861285,115.503358,-0.32,0.87,-1.85,-0.40,-0.06,-0.09,0.53,3.34
-2.038861285,115.5933692,-0.26,0.83,-1.91,-0.52,-0.07,-0.09,0.59,3.19
-2.038861285,115.6831109,-0.27,0.79,-2.00,-0.68,-0.22,-0.15,0.59,3.19
-2.038861285,115.7728526,-0.26,0.75,-2.07,-0.75,-0.23,-0.10,0.60,3.19
-2.038861285,115.8628638,-0.25,0.72,-2.21,-0.83,-0.15,-0.07,0.60,3.18
-2.038861285,115.9526055,-0.24,0.61,-2.29,-0.86,-0.09,-0.06,0.59,3.18
-2.038861285,116.0423472,-0.21,0.38,-2.36,-0.90,-0.03,-0.09,0.61,3.17
-2.038861285,116.1323584,-0.25,0.35,-2.42,-0.93,0.01,-0.10,0.61,3.17
-2.038861285,116.2221001,-0.24,0.33,-2.47,-0.95,0.06,-0.09,0.60,3.05
-2.038861285,116.3118418,-0.25,0.40,-2.60,-0.97,0.08,-0.08,0.60,3.14
-2.038861285,116.401853,-0.26,0.38,-2.62,-0.99,0.09,-0.08,0.60,3.13
-1.949119588,100.9506504,0.23,0.64,-0.87,1.18,2.01,2.03,0.86,2.82
-1.949119588,101.0406616,0.21,0.63,-0.86,1.11,2.06,2.21,1.04,2.81
-1.949119588,101.1304033,0.14,0.70,-0.80,1.23,2.45,2.57,1.32,2.71
-1.949119588,101.220145,0.12,0.75,-0.80,1.24,2.49,2.59,1.48,2.56
-1.949119588,101.3101562,0.16,0.74,-0.78,1.23,2.56,2.59,1.53,2.53
-1.949119588,101.3998979,0.08,0.81,-0.76,1.15,2.42,2.47,1.58,2.43
-1.949119588,101.4896396,0.09,0.81,-0.73,1.16,2.49,2.47,1.59,2.34
-1.949119588,101.5796508,0.08,0.84,-0.72,0.98,2.42,2.40,1.63,2.28
-1.949119588,101.6693925,0.22,0.92,-0.64,1.00,2.51,2.37,1.57,2.16
-1.949119588,101.7591342,0.25,0.94,-0.52,1.01,2.49,2.33,1.63,2.12
-1.949119588,101.8491454,0.30,0.89,-0.40,1.06,2.46,2.17,1.56,2.14
-1.949119588,101.9388871,0.32,1.01,-0.38,1.05,2.45,2.13,1.58,2.15
-1.949119588,102.0286288,0.34,0.93,-0.34,1.03,2.43,1.99,1.59,2.17
-1.949119588,102.11864,0.35,0.76,-0.26,1.01,2.40,1.96,1.64,2.19
-1.949119588,102.2083816,0.49,0.76,-0.25,0.97,2.34,1.90,1.65,2.22
-1.949119588,102.2981233,0.39,0.77,-0.23,0.95,2.34,1.89,1.68,2.23
-1.949119588,102.3881345,0.39,0.79,-0.21,0.93,2.32,1.87,1.70,2.24
-1.949119588,102.4778762,0.33,0.80,-0.31,0.91,2.31,1.85,1.72,2.25
-1.949119588,102.5676179,0.32,0.82,-0.30,0.91,2.29,1.83,1.73,2.18
-1.949119588,102.6576291,0.31,0.83,-0.30,0.87,2.27,1.67,1.73,2.11
-1.949119588,102.7473708,0.19,0.70,-0.30,0.84,2.15,1.56,1.74,2.03
-1.949119588,102.8371125,0.20,0.68,-0.18,0.78,2.08,1.49,1.71,1.92
-1.949119588,102.9271237,0.21,0.71,-0.18,0.77,2.06,1.45,1.62,1.82
-1.949119588,103.0168654,0.33,0.85,-0.18,0.74,2.02,1.40,1.59,1.72
-1.949119588,103.1066071,0.30,0.84,-0.18,0.70,1.99,1.36,1.52,1.50
-1.949119588,103.1966183,0.31,0.87,-0.18,0.69,1.95,1.33,1.46,1.36
-1.949119588,103.28636,0.32,0.89,-0.19,0.74,1.92,1.30,1.42,1.26
-1.949119588,103.3761017,0.34,0.88,-0.18,0.65,1.88,1.19,1.30,1.04
-1.949119588,103.4661129,0.45,0.88,-0.17,0.64,1.85,1.14,1.26,0.90
-1.949119588,103.5558546,0.46,0.87,-0.17,0.62,1.81,1.07,1.22,0.78
-1.949119588,103.6455963,0.46,0.87,-0.16,0.60,1.73,0.97,1.17,0.60
-1.949119588,103.7356075,0.42,0.86,-0.15,0.56,1.54,0.90,1.10,0.55
-1.949119588,103.8253492,0.42,0.85,-0.15,0.58,1.57,0.86,1.06,0.49
-1.949119588,103.9150909,0.42,0.82,-0.11,0.59,1.48,0.77,1.00,0.41
-1.949119588,104.005102,0.38,0.77,-0.08,0.49,1.43,0.67,0.90,0.36
-1.949119588,104.0948437,0.38,0.74,-0.07,0.50,1.29,0.66,0.85,0.27
-1.949119588,104.1845854,0.37,0.71,-0.07,0.51,1.28,0.62,0.81,0.17
-1.949119588,104.2745966,0.32,0.69,-0.07,0.51,1.25,0.58,0.68,0.08
-1.949119588,104.3643383,0.29,0.65,-0.08,0.49,1.14,0.48,0.67,-0.09
-1.949119588,104.45408,0.28,0.62,-0.07,0.47,1.09,0.41,0.61,-0.17
-1.949119588,104.5440912,0.28,0.63,-0.14,0.44,1.00,0.17,0.48,-0.32
-1.949119588,105.1728221,0.19,0.36,-0.61,-0.08,0.08,-0.53,-0.16,-1.07
-1.949119588,105.2625638,0.20,0.48,-0.63,-0.10,0.01,-0.74,-0.25,-1.10
-1.949119588,105.352575,0.20,0.44,-0.68,-0.19,-0.07,-0.80,-0.29,-1.11
-1.949119588,105.4423167,0.25,0.36,-0.84,-0.21,-0.17,-0.88,-0.34,-1.15
-1.949119588,105.5320584,0.25,0.30,-0.97,-0.23,-0.28,-0.97,-0.39,-1.23
-1.949119588,105.6220696,0.26,0.30,-1.00,-0.26,-0.37,-1.04,-0.45,-1.36
-1.949119588,105.7118113,0.23,0.30,-1.06,-0.31,-0.49,-1.15,-0.55,-1.46
-1.949119588,105.801553,0.23,0.25,-1.09,-0.33,-0.53,-1.18,-0.60,-1.58
-1.949119588,105.8915641,0.21,0.21,-1.13,-0.35,-0.53,-1.19,-0.64,-1.62
-1.949119588,105.9813058,0.21,0.17,-1.26,-0.42,-0.59,-1.16,-0.68,-1.68
-1.949119588,106.0710475,0.25,0.10,-1.31,-0.43,-0.62,-1.18,-0.70,-1.62
-1.949119588,106.1610587,0.25,0.08,-1.35,-0.44,-0.64,-1.19,-0.72,-1.81
-1.949119588,110.1134663,-0.72,-2.01,-0.51,-0.92,0.39,0.59,0.62,2.52
-1.949119588,110.2034775,-0.71,-1.99,-0.50,-0.94,0.42,0.60,0.65,2.68
-1.949119588,110.2932192,-0.63,-1.95,-0.48,-0.95,0.40,0.50,0.67,2.89
-1.949119588,110.3829609,-0.57,-1.79,-0.47,-0.96,0.44,0.45,0.66,2.96
-1.949119588,110.4729721,-0.56,-1.75,-0.43,-0.93,0.55,0.46,0.65,3.03
-1.949119588,110.5627138,-0.54,-1.71,-0.43,-0.93,0.57,0.44,0.63,3.08
-1.949119588,110.6524555,-0.59,-1.68,-0.43,-0.94,0.61,0.44,0.63,3.08
-1.949119588,110.7424667,-0.66,-1.59,-0.28,-0.94,0.63,0.34,0.61,3.12
-1.949119588,110.8322084,-0.57,-1.53,-0.24,-0.88,0.67,0.35,0.60,3.19
-1.949119588,110.9219501,-0.52,-1.48,-0.19,-0.69,0.79,0.44,0.60,3.30
-1.949119588,111.0119613,-0.49,-1.40,-0.15,-0.38,0.92,0.45,0.66,3.51
-1.949119588,111.101703,-0.47,-1.33,-0.08,-0.25,0.99,0.46,0.65,3.57
-1.949119588,111.1914447,-0.46,-1.28,-0.05,-0.09,1.09,0.48,0.64,3.68
-1.949119588,111.2814559,-0.45,-1.10,0.02,0.08,1.38,0.50,0.64,3.76
-1.949119588,111.3711975,-0.49,-1.08,0.03,0.13,1.40,0.49,0.63,3.82
-1.949119588,111.4609392,-0.45,-1.04,0.03,0.21,1.45,0.51,0.62,3.92
-1.949119588,111.5509504,-0.48,-1.01,0.02,0.26,1.49,0.53,0.56,3.97
-1.949119588,111.6406921,-0.47,-0.99,0.02,0.30,1.53,0.50,0.55,4.01
-1.949119588,111.7304338,-0.43,-0.95,0.01,0.35,1.57,0.52,0.54,4.05
-1.949119588,111.820445,-0.45,-0.93,0.01,0.40,1.47,0.45,0.53,4.15
-1.949119588,111.9101867,-0.40,-0.81,-0.04,0.45,1.49,0.45,0.53,4.19
-1.949119588,111.9999284,-0.40,-0.78,-0.10,0.60,1.42,0.46,0.50,4.23
-1.949119588,112.0899396,-0.37,-0.74,-0.09,0.68,1.44,0.46,0.50,4.27
-1.949119588,112.1796813,-0.36,-0.67,-0.09,0.73,1.46,0.46,0.50,4.28
-1.949119588,112.269423,-0.34,-0.61,-0.09,0.87,1.46,0.63,0.51,4.30
-1.949119588,112.3594342,-0.24,-0.52,-0.01,0.91,1.46,0.62,0.50,4.37
-1.949119588,112.4491759,-0.22,-0.49,-0.12,0.86,1.46,0.61,0.49,4.41
-1.949119588,112.5389176,-0.23,-0.47,-0.13,0.90,1.47,0.47,0.40,4.43
-1.949119588,112.6289288,-0.21,-0.31,-0.14,0.96,1.31,0.45,0.38,4.40
